,ID,map,folder,image,cir0_x,cir0_y,cir0_r,cir1_x,cir1_y,cir1_r,cir2_x,cir2_y,cir2_r,cir3_x,cir3_y,cir3_r,cir4_x,cir4_y,cir4_r,numCircles,TimeStamp,season
2876,2877,Olympus,Terminal,EndZone_4030.png ,360,604,22,378,592,44,420,576,91,396,606,147,430,520,249,5,2023_10_21 11:34:34,18
2877,2878,WE,Stacks-Maude,EndZone_4031 (2).png ,716,852,23,714,834,44,722,790,92,694,744,149,566,658,301,5,2024_03_30 17:17:27,18
2878,2879,Olympus,Oasis,EndZone_4031.png ,236,326,23,238,326,46,230,332,90,266,290,148,326,370,249,5,2023_10_21 11:35:12,18
2879,2880,WE,Survey-Epicenter,EndZone_4032 (2).png ,586,238,21,604,236,47,638,254,91,628,310,147,506,402,303,5,2024_03_30 17:18:00,18
2880,2881,WE,Lava Siphon,EndZone_4032.png ,600,808,22,578,798,46,590,766,91,632,752,149,546,626,303,5,2023_10_21 11:35:49,18
2881,2882,SP,Beast,EndZone_4033 (2).png ,152,268,20,168,278,40,198,304,80,262,336,151,400,406,305,5,2024_03_30 17:18:33,18
2882,2883,WE,Survey-Epicenter,EndZone_4033.png ,642,182,22,632,200,46,628,242,91,626,298,147,610,452,303,5,2023_10_21 11:36:27,18
2883,2884,SP,Northpad,EndZone_4034 (2).png ,210,136,20,222,152,40,242,186,80,274,248,150,340,388,306,5,2024_03_30 17:19:05,18
2884,2885,Olympus,PhaseDriver,EndZone_4034.png ,360,716,22,354,712,46,336,744,90,366,696,148,380,594,250,5,2023_10_21 11:37:05,18
2885,2886,SP,Beast,EndZone_4035 (2).png ,112,360,20,132,364,41,160,388,80,232,390,151,362,472,306,5,2024_03_30 17:19:38,18
2886,2887,WE,Harvester,EndZone_4035.png ,432,734,22,418,738,44,406,760,92,424,768,149,420,614,302,5,2023_10_21 11:37:43,18
2887,2888,WE,SkyW-Trials,EndZone_4036 (2).png ,290,134,23,298,156,45,332,186,91,334,244,147,332,398,303,5,2024_03_30 17:20:11,18
2888,2889,Olympus,Bonsai,EndZone_4036.png ,428,804,22,420,816,46,438,782,90,408,738,149,448,642,250,5,2023_10_21 11:38:21,18
2889,2890,WE,Lava Fissure,EndZone_4037 (2).png ,132,482,22,134,498,46,132,536,92,180,508,148,324,562,301,5,2024_03_30 17:20:43,18
2890,2891,WE,Lava Siphon,EndZone_4037.png ,660,702,22,648,714,44,632,738,91,620,708,149,476,654,303,5,2023_10_21 11:38:58,18
2891,2892,SP,Cascade,EndZone_4038 (2).png ,454,406,21,468,420,40,428,420,79,458,364,151,576,462,305,5,2024_03_30 17:21:16,18
2892,2893,WE,Survey-Epicenter,EndZone_4038.png ,620,400,22,608,410,46,618,398,91,620,452,149,472,426,302,5,2023_10_21 11:39:35,18
2893,2894,WE,Thermal Station,EndZone_4039 (2).png ,250,840,22,268,842,46,250,808,92,246,756,147,352,644,301,5,2024_03_30 17:21:48,18
2894,2895,WE,FragE-NoName,EndZone_4039.png ,626,546,21,628,528,46,662,504,91,684,556,149,528,554,301,5,2023_10_21 11:40:13,18
2895,2896,SP,Cascade Balls,EndZone_4040 (2).png ,708,542,20,692,552,41,708,530,80,736,472,150,580,466,305,5,2024_03_30 17:22:21,18
2896,2897,WE,Thermal Station,EndZone_4040.png ,284,640,23,280,632,46,326,634,91,352,650,148,418,526,301,5,2023_10_21 11:40:51,18
2897,2898,SP,Storm Catcher,EndZone_4041 (2).png ,750,510,19,752,512,41,742,490,82,670,496,149,542,414,306,5,2024_03_30 17:22:54,18
2898,2899,WE,Overlook,EndZone_4041.png ,754,316,22,736,308,47,732,350,91,678,340,149,558,436,301,5,2023_10_21 11:41:28,18
2899,2900,WE,Countdown,EndZone_4042 (2).png ,240,396,22,232,408,46,222,372,91,226,420,147,378,440,303,5,2024_03_30 17:23:26,18
2900,2901,Olympus,Carrier,EndZone_4042.png ,274,206,23,296,196,45,322,226,90,304,278,149,352,370,250,5,2023_10_21 11:42:06,18
2901,2902,Olympus,Gardens,EndZone_4043.png ,746,398,22,748,378,44,710,358,90,674,400,147,578,436,250,5,2023_10_21 11:42:44,18
2902,2903,WE,Lava Fissure,EndZone_4044 (2).png ,138,458,22,140,442,44,148,408,90,194,440,149,342,480,301,5,2024_03_30 17:24:31,18
2903,2904,WE,Tree,EndZone_4044.png ,318,856,22,304,858,45,296,818,92,348,818,147,374,664,301,5,2023_10_21 11:43:21,18
2904,2905,WE,Harvester,EndZone_4045 (2).png ,408,604,22,418,594,46,408,614,92,370,630,149,462,548,301,5,2024_03_30 17:25:04,18
2905,2906,WE,Harvester,EndZone_4045.png ,448,652,23,470,656,44,470,654,91,466,660,149,372,594,301,5,2023_10_21 11:43:59,18
2906,2907,WE,Lava Siphon,EndZone_4046.png ,584,674,22,576,688,46,574,686,91,540,672,149,394,724,300,5,2023_10_21 11:44:37,18
2907,2908,SP,Coastal,EndZone_4047 (2).png ,508,886,19,508,886,40,494,850,80,508,782,149,552,634,305,5,2024_03_30 17:26:09,18
2908,2909,WE,SkyW-Trials,EndZone_4047.png ,232,186,22,234,204,45,246,252,91,270,304,148,394,392,303,5,2023_10_21 11:45:14,18
2909,2910,WE,Survey-Epicenter,EndZone_4048 (2).png ,598,226,22,582,234,44,560,260,91,564,312,147,508,452,301,5,2024_03_30 17:26:41,18
2910,2911,Olympus,EnergyDepot,EndZone_4048.png ,518,318,23,502,334,45,472,332,91,454,318,149,460,418,250,5,2023_10_21 11:45:52,18
2911,2912,SP,Barometer,EndZone_4049 (2).png ,420,772,20,434,760,41,440,724,81,448,654,151,460,500,305,5,2024_03_30 17:27:14,18
2912,2913,WE,Harvester,EndZone_4049.png ,544,706,22,544,700,45,558,696,91,554,748,149,468,620,302,5,2023_10_21 11:46:29,18
2913,2914,WE,Lava Siphon,EndZone_405.png ,598,746,23,586,746,46,606,786,91,640,762,149,530,654,302,5,2023_11_14 15:22:17,18
2914,2915,SP,Wall,EndZone_4050 (2).png ,618,36,21,608,56,40,612,98,82,564,148,151,604,298,306,5,2024_03_30 17:27:47,18
2915,2916,WE,Staging-Mirage,EndZone_4050.png ,356,618,22,342,614,46,354,590,90,350,540,149,498,510,303,5,2023_10_21 11:47:07,18
2916,2917,WE,Staging-Mirage,EndZone_4051 (2).png ,364,632,22,342,632,46,350,662,91,342,712,149,482,664,301,5,2024_03_30 17:28:19,18
2917,2918,WE,Survey-Epicenter,EndZone_4051.png ,512,240,23,508,262,45,480,242,91,450,284,149,432,438,303,5,2023_10_21 11:47:45,18
2918,2919,WE,Stacks-Maude,EndZone_4053 (2).png ,780,842,23,784,820,46,748,796,91,726,742,148,578,704,302,5,2024_03_30 17:29:24,18
2919,2920,Olympus,SolarArray,EndZone_4053.png ,550,722,22,542,714,47,526,714,90,550,682,149,496,594,250,5,2023_10_21 11:48:51,18
2920,2921,WE,Stacks-Maude,EndZone_4055 (2).png ,748,816,22,728,818,45,740,776,92,714,728,149,632,598,302,5,2024_03_30 17:30:29,18
2921,2922,Olympus,Turbine,EndZone_4055.png ,460,310,22,458,326,45,474,326,90,510,354,148,448,434,249,5,2023_10_21 11:50:07,18
2922,2923,WE,Stacks-Maude,EndZone_4056 (2).png ,704,898,21,704,898,46,662,878,91,656,822,149,584,684,301,5,2024_03_30 17:31:02,18
2923,2924,WE,Countdown,EndZone_4056.png ,216,378,22,218,378,46,240,404,92,278,384,147,332,528,303,5,2023_10_21 11:50:44,18
2924,2925,WE,Overlook,EndZone_4057.png ,760,382,21,748,394,46,710,396,91,666,398,148,538,484,301,5,2023_10_21 11:51:22,18
2925,2926,SP,Ceto-Station,EndZone_4058 (2).png ,394,522,19,396,530,40,414,548,80,416,610,151,462,462,306,5,2024_03_30 17:32:07,18
2926,2927,Olympus,PowerGrid,EndZone_4058.png ,506,156,23,526,154,45,504,192,91,468,238,147,450,338,249,5,2023_10_21 11:52:00,18
2927,2928,WE,Countdown,EndZone_4059 (2).png ,258,396,21,272,412,46,258,446,91,256,392,149,390,466,302,5,2024_03_30 17:32:40,18
2928,2929,WE,Landslide,EndZone_4059.png ,288,448,22,294,462,44,272,442,92,242,442,147,330,568,302,5,2023_10_21 11:52:37,18
2929,2930,WE,Monument,EndZone_406.png ,514,384,22,498,394,45,534,416,91,526,374,147,564,518,302,5,2023_11_07 14:06:15,18
2930,2931,SP,Cascade,EndZone_4060 (2).png ,568,360,19,566,374,40,548,368,79,546,342,151,498,490,306,5,2024_03_30 17:33:12,18
2931,2932,Olympus,PhaseDriver,EndZone_4060.png ,446,766,22,450,778,47,490,756,90,536,724,149,522,622,249,5,2023_10_21 11:53:15,18
2932,2933,Olympus,Icarus,EndZone_4061.png ,612,834,23,612,836,45,608,790,90,566,750,149,522,660,250,5,2023_10_21 11:53:53,18
2933,2934,WE,Tree,EndZone_4062 (2).png ,364,828,22,384,826,46,422,840,91,416,788,148,504,660,301,5,2024_03_30 17:34:18,18
2934,2935,WE,Survey-Epicenter,EndZone_4062.png ,508,184,21,506,202,46,522,236,91,524,288,147,456,426,302,5,2023_10_21 11:54:30,18
2935,2936,Olympus,HamondLabs,EndZone_4063.png ,412,586,20,416,570,45,438,550,90,460,524,148,420,530,250,5,2023_10_21 11:55:08,18
2936,2937,Olympus,Icarus,EndZone_4064.png ,596,812,22,600,802,45,604,758,90,568,714,147,546,614,251,5,2023_10_21 11:55:46,18
2937,2938,Olympus,Hydroponics,EndZone_4065.png ,260,668,23,272,654,45,274,652,91,320,650,147,404,596,249,5,2023_10_21 11:56:23,18
2938,2939,WE,Staging-Mirage,EndZone_4066 (2).png ,288,706,23,280,710,45,268,750,90,318,770,148,406,644,301,5,2024_03_30 17:36:28,18
2939,2940,WE,Stacks-Maude,EndZone_4066.png ,800,810,22,780,804,45,736,806,92,684,786,149,546,716,302,5,2023_10_21 11:57:01,18
2940,2941,Olympus,Turbine,EndZone_4067.png ,440,312,22,440,296,45,430,290,90,458,256,149,448,358,249,5,2023_10_21 11:57:39,18
2941,2942,SP,Wall,EndZone_4068 (2).png ,584,254,19,586,268,40,584,300,79,556,346,150,558,502,307,5,2024_03_30 17:37:33,18
2942,2943,WE,Staging-Mirage,EndZone_4068.png ,148,542,22,146,524,46,136,492,90,180,520,147,320,582,301,5,2023_10_21 11:58:16,18
2943,2944,SP,Barometer,EndZone_4069 (2).png ,346,772,20,352,758,41,372,720,81,418,670,150,416,512,306,5,2024_03_30 17:38:06,18
2944,2945,WE,Stacks-Maude,EndZone_4069.png ,742,850,22,746,828,46,734,786,91,682,768,149,538,710,302,5,2023_10_21 11:58:54,18
2945,2946,SP,Lightning Rode,EndZone_4070 (2).png ,852,206,20,840,218,40,818,252,80,748,260,150,688,406,305,5,2024_03_30 17:38:38,18
2946,2947,WE,Tree,EndZone_4070.png ,386,904,23,368,908,45,410,908,91,386,858,148,426,710,303,5,2023_10_21 11:59:32,18
2947,2948,WE,Harvester,EndZone_4071 (2).png ,384,598,22,380,594,46,360,574,91,406,596,149,530,522,301,5,2024_03_30 17:39:11,18
2948,2949,WE,Overlook,EndZone_4071.png ,696,322,22,704,330,46,742,350,90,690,366,148,548,426,303,5,2023_10_21 12:00:09,18
2949,2950,WE,Climatizer,EndZone_4072 (2).png ,734,278,23,748,294,45,714,318,91,680,366,148,550,444,302,5,2024_03_30 17:39:43,18
2950,2951,Olympus,Hydroponics,EndZone_4072.png ,270,658,22,274,662,45,276,652,90,312,656,149,338,558,251,5,2023_10_21 12:00:47,18
2951,2952,WE,Survey-Epicenter,EndZone_4073 (2).png ,504,264,22,512,252,45,556,256,91,552,314,149,458,434,301,5,2024_03_30 17:40:16,18
2952,2953,Olympus,HamondLabs,EndZone_4073.png ,510,536,23,516,552,46,518,552,90,496,520,147,458,482,250,5,2023_10_21 12:01:25,18
2953,2954,WE,Lava Fissure,EndZone_4074 (2).png ,104,316,21,110,334,46,152,354,91,196,390,149,268,524,301,5,2024_03_30 17:40:48,18
2954,2955,WE,SkyW-Trials,EndZone_4074.png ,332,198,23,328,198,46,350,236,92,326,284,147,368,432,303,5,2023_10_21 12:02:02,18
2955,2956,Olympus,Bonsai,EndZone_4075.png ,496,886,23,496,860,45,486,816,91,496,762,149,486,660,249,5,2023_10_21 12:02:40,18
2956,2957,WE,Monument,EndZone_4076 (2).png ,528,500,22,514,482,46,500,446,92,474,450,149,366,526,302,5,2024_03_30 17:41:46,18
2957,2958,WE,Stacks-Maude,EndZone_4076.png ,750,752,22,730,748,46,704,768,92,676,724,147,528,682,301,5,2023_10_21 12:03:18,18
2958,2959,SP,Wall,EndZone_4077 (2).png ,618,42,20,614,62,40,624,100,79,620,170,151,650,324,305,5,2024_03_30 17:42:18,18
2959,2960,Olympus,Oasis,EndZone_4077.png ,92,294,21,110,304,46,122,314,90,176,334,148,242,412,249,5,2023_10_21 12:03:56,18
2960,2961,SP,Storm Catcher,EndZone_4078 (2).png ,750,516,19,734,516,41,766,512,80,700,496,151,552,550,305,5,2024_03_30 17:42:51,18
2961,2962,WE,Thermal Station,EndZone_4078.png ,190,708,22,188,690,45,224,670,91,252,698,147,334,566,302,5,2023_10_21 12:04:33,18
2962,2963,WE,Monument,EndZone_4079.png ,486,496,21,470,508,46,494,512,91,456,538,149,388,420,302,5,2024_03_30 17:43:23,18
2963,2964,WE,Survey-Epicenter,EndZone_408.png ,634,118,23,626,142,45,624,188,91,612,242,147,566,388,301,5,2023_11_07 14:07:42,18
2964,2965,SP,Mill,EndZone_4080 (2).png ,182,388,20,196,402,42,204,404,80,272,388,151,406,460,306,5,2024_03_30 17:43:56,18
2965,2966,WE,Survey-Epicenter,EndZone_4080.png ,630,128,23,618,146,46,616,194,91,586,240,147,490,360,303,5,2023_10_21 12:05:41,18
2966,2967,SP,Checkpoint,EndZone_4081 (2).png ,328,352,21,308,360,41,300,344,80,358,382,150,508,426,305,5,2024_03_30 17:44:29,18
2967,2968,WE,Staging-Mirage,EndZone_4081.png ,256,556,21,266,564,44,240,582,90,278,606,149,424,594,301,5,2023_10_21 12:06:19,18
2968,2969,WE,Climatizer,EndZone_4082.png ,700,154,23,682,168,45,670,214,91,668,270,147,650,420,301,5,2023_10_21 12:06:57,18
2969,2970,Olympus,Orbital,EndZone_4083.png ,732,860,23,720,842,46,694,804,90,644,776,149,608,678,250,5,2023_10_21 12:07:34,18
2970,2971,SP,Mill,EndZone_4084 (2).png ,140,532,21,162,538,40,198,524,81,264,500,151,400,422,305,5,2024_03_30 17:45:51,18
2971,2972,WE,Stacks-Maude,EndZone_4084.png ,734,914,23,732,892,45,728,848,91,672,828,149,570,712,301,5,2023_10_21 12:08:12,18
2972,2973,SP,Ceto-Station,EndZone_4085 (2).png ,402,554,19,408,562,40,386,544,80,372,572,151,478,456,306,5,2024_03_30 17:46:24,18
2973,2974,WE,Monument,EndZone_4085.png ,532,308,22,532,314,45,536,334,91,564,318,147,546,470,301,5,2023_10_21 12:08:49,18
2974,2975,WE,Stacks-Maude,EndZone_4086 (2).png ,816,780,21,800,764,46,754,772,91,734,720,148,592,658,302,5,2024_03_30 17:46:56,18
2975,2976,Olympus,Clinic,EndZone_4086.png ,802,488,23,778,488,45,738,502,90,684,486,147,592,444,250,5,2023_10_21 12:09:27,18
2976,2977,WE,Survey-Epicenter,EndZone_4087 (2).png ,626,230,23,604,234,45,584,272,91,620,306,149,516,418,301,5,2024_03_30 17:47:29,18
2977,2978,Olympus,EnergyDepot,EndZone_4087.png ,546,398,22,538,408,47,568,416,89,586,408,149,596,496,249,5,2023_10_21 12:10:05,18
2978,2979,WE,SkyW-Trials,EndZone_4088 (2).png ,148,288,22,168,290,44,176,330,91,216,374,148,342,458,302,5,2024_03_30 17:48:01,18
2979,2980,Olympus,Gardens,EndZone_4088.png ,816,330,21,798,342,45,754,356,90,716,398,149,628,448,250,5,2023_10_21 12:10:43,18
2980,2981,SP,Wall,EndZone_4089 (2).png ,578,278,20,592,288,41,594,306,82,582,352,151,458,446,306,5,2024_03_30 17:48:34,18
2981,2982,Olympus,SolarArray,EndZone_4089.png ,624,624,22,622,626,46,626,650,90,620,596,149,520,576,249,5,2023_10_21 12:11:20,18
2982,2983,WE,Climatizer,EndZone_4090 (2).png ,744,306,22,722,308,46,686,326,91,636,344,149,528,452,301,5,2024_03_30 17:49:06,18
2983,2984,WE,SkyW-Trials,EndZone_4090.png ,122,192,23,130,214,46,150,256,92,194,294,147,332,358,303,5,2023_10_21 12:11:58,18
2984,2985,WE,Countdown,EndZone_4091 (2).png ,240,314,22,230,322,46,252,350,91,242,398,147,392,414,301,5,2024_03_30 17:49:39,18
2985,2986,Olympus,Orbital,EndZone_4091.png ,756,770,21,736,760,45,690,748,91,638,728,148,560,660,251,5,2023_10_21 12:12:35,18
2986,2987,WE,SkyW-Trials,EndZone_4092 (2).png ,232,172,23,254,180,45,288,210,91,336,240,148,406,380,301,5,2024_03_30 17:50:11,18
2987,2988,WE,Harvester,EndZone_4092.png ,414,802,22,416,822,44,436,858,91,392,832,149,420,680,302,5,2023_10_21 12:13:13,18
2988,2989,WE,Tree,EndZone_4093.png ,410,822,23,406,822,45,430,830,91,456,790,148,410,644,303,5,2023_10_21 12:13:51,18
2989,2990,SP,Checkpoint,EndZone_4094 (2).png ,250,284,19,248,282,40,276,312,82,346,322,150,472,410,306,5,2024_03_30 17:51:16,18
2990,2991,WE,Thermal Station,EndZone_4094.png ,204,790,22,186,780,45,178,736,91,228,756,147,344,660,301,5,2023_10_21 12:14:28,18
2991,2992,SP,Pylon,EndZone_4095 (2).png ,628,676,20,628,674,40,594,656,80,544,684,151,594,536,306,5,2024_03_30 17:51:49,18
2992,2993,WE,FragE-NoName,EndZone_4095.png ,612,556,22,596,556,46,620,578,90,662,562,149,528,628,302,5,2023_10_21 12:15:06,18
2993,2994,SP,Barometer,EndZone_4096.png ,316,746,20,326,730,41,354,702,80,416,670,151,502,540,306,5,2024_03_30 17:52:22,18
2994,2995,WE,Thermal Station,EndZone_4097.png ,146,630,22,156,612,45,136,580,91,162,532,147,312,554,301,5,2023_10_21 12:16:13,18
2995,2996,WE,Launch Site,EndZone_4098 (2).png ,612,894,22,612,878,47,574,892,90,538,848,149,492,702,301,5,2024_03_30 17:53:27,18
2996,2997,Olympus,Gardens,EndZone_4098.png ,710,348,23,698,342,45,656,346,90,604,326,149,526,392,250,5,2023_10_21 12:16:51,18
2997,2998,Olympus,Clinic,EndZone_4099.png ,804,398,23,778,398,45,734,398,90,678,394,149,592,448,249,5,2023_10_21 12:17:28,18
2998,2999,Olympus,Gardens,EndZone_4100.png ,672,324,23,690,320,46,712,352,90,656,354,149,602,442,250,5,2023_10_21 12:18:06,18
2999,3000,WE,Thermal Station,EndZone_4101.png ,144,804,22,156,814,46,178,778,90,220,738,148,314,618,302,5,2023_10_21 12:18:43,18
3000,3001,WE,Monument,EndZone_4102 (2).png ,516,428,22,534,430,44,534,452,92,552,478,147,466,560,303,5,2024_03_30 17:55:13,18
3001,3002,Olympus,HamondLabs,EndZone_4102.png ,434,564,22,430,552,45,416,564,92,386,542,147,296,540,251,5,2023_10_21 12:19:21,18
3002,3003,WE,Lava Fissure,EndZone_4103.png ,180,478,22,160,490,45,206,490,91,188,540,147,340,546,302,5,2024_03_30 17:55:45,18
3003,3004,WE,Survey-Epicenter,EndZone_4104 (2).png ,620,226,21,638,232,46,598,252,92,550,284,149,458,406,302,5,2024_03_30 17:56:18,18
3004,3005,WE,Countdown,EndZone_4104.png ,256,402,22,254,404,46,242,404,90,282,378,147,394,484,303,5,2023_10_21 12:20:28,18
3005,3006,SP,Coastal,EndZone_4105 (2).png ,546,796,20,560,784,40,544,748,81,552,680,151,562,524,306,5,2024_03_30 17:56:51,18
3006,3007,Olympus,Terminal,EndZone_4105.png ,428,660,23,424,654,46,388,682,91,352,710,149,388,614,250,5,2023_10_21 12:21:06,18
3007,3008,SP,Pylon,EndZone_4106.png ,644,690,21,628,674,40,658,656,80,618,600,149,500,498,306,5,2024_03_30 17:57:24,18
3008,3009,WE,Overlook,EndZone_4107 (2).png ,714,326,23,692,332,45,674,368,91,662,422,147,548,524,301,5,2024_03_30 17:57:56,18
3009,3010,WE,Staging-Mirage,EndZone_4107.png ,334,672,22,334,650,46,338,624,90,362,646,147,266,542,301,5,2023_10_21 12:22:21,18
3010,3011,SP,Cascade Balls,EndZone_4109 (2).png ,710,528,20,716,542,41,730,538,81,708,480,151,554,456,306,5,2024_03_30 17:59:01,18
3011,3012,Olympus,Hydroponics,EndZone_4109.png ,196,732,22,184,726,46,224,732,90,238,676,149,308,602,250,5,2023_10_21 12:23:36,18
3012,3013,WE,Lava Siphon,EndZone_4110 (2).png ,588,764,22,582,780,44,544,756,91,548,702,148,538,562,301,5,2024_03_30 17:59:34,18
3013,3014,Olympus,GrowTowers,EndZone_4110.png ,806,506,22,786,520,45,742,520,90,684,516,147,580,512,250,5,2023_10_21 12:24:14,18
3014,3015,WE,Thermal Station,EndZone_4111.png ,134,844,22,142,824,46,172,792,90,216,752,148,294,620,302,5,2024_03_30 18:00:06,18
3015,3016,WE,Climatizer,EndZone_4112 (2).png ,686,166,22,686,188,45,648,212,91,652,272,149,560,396,301,5,2024_03_30 18:00:39,18
3016,3017,Olympus,PowerGrid,EndZone_4112.png ,430,190,23,422,188,44,422,196,90,416,250,149,394,348,250,5,2023_10_21 12:25:21,18
3017,3018,WE,Lava Fissure,EndZone_4113 (2).png ,126,496,22,118,514,46,136,558,91,184,532,147,338,522,302,5,2024_03_30 18:01:11,18
3018,3019,Olympus,PhaseDriver,EndZone_4113.png ,270,826,23,288,816,45,300,804,90,330,758,147,318,654,249,5,2023_10_21 12:25:58,18
3019,3020,WE,Lava Fissure,EndZone_4114 (2).png ,76,320,23,92,334,46,136,348,92,170,396,149,250,528,301,5,2024_03_30 18:01:44,18
3020,3021,WE,Launch Site,EndZone_4114.png ,562,946,21,578,936,45,568,894,92,532,850,149,454,720,303,5,2023_10_21 12:26:36,18
3021,3022,SP,Coastal,EndZone_4115 (2).png ,534,848,20,526,830,40,538,790,81,504,730,149,566,586,306,5,2024_03_30 18:02:17,18
3022,3023,WE,Lava Fissure,EndZone_4115.png ,126,386,22,148,382,45,184,354,91,238,364,147,378,428,301,5,2023_10_21 12:27:14,18
3023,3024,SP,Mill,EndZone_4116 (2).png ,108,448,20,126,456,40,162,468,80,224,436,150,376,472,305,5,2024_03_30 18:02:49,18
3024,3025,WE,Staging-Mirage,EndZone_4116.png ,206,592,21,216,606,46,218,634,92,208,668,149,310,554,301,5,2023_10_21 12:27:52,18
3025,3026,WE,Lava Fissure,EndZone_4117.png ,124,394,23,134,412,43,144,408,91,200,410,149,344,460,301,5,2023_10_21 12:28:30,18
3026,3027,WE,Lava Fissure,EndZone_4118 (2).png ,186,494,22,194,496,46,194,460,91,238,456,149,346,564,301,5,2024_03_30 18:03:54,18
3027,3028,Olympus,Bonsai,EndZone_4118.png ,524,900,23,530,880,45,526,834,90,508,778,148,478,682,250,5,2023_10_21 12:29:07,18
3028,3029,SP,Barometer,EndZone_4119 (2).png ,334,802,20,338,784,40,340,744,81,364,678,150,392,526,305,5,2024_03_30 18:04:27,18
3029,3030,Olympus,Docks,EndZone_4119.png ,292,84,21,294,84,45,318,122,90,350,170,149,420,242,251,5,2023_10_21 12:29:45,18
3030,3031,WE,FragE-NoName,EndZone_412 (2).png ,690,434,22,682,444,44,666,438,91,674,488,148,532,542,302,5,2023_11_14 15:27:51,18
3031,3032,WE,Staging-Mirage,EndZone_412.png ,362,620,21,366,640,46,342,644,92,356,648,147,476,636,301,5,2023_11_07 14:10:28,18
3032,3033,WE,Tree,EndZone_4120.png ,390,840,22,390,840,46,380,818,90,426,852,147,410,698,301,5,2023_10_21 12:30:22,18
3033,3034,SP,Checkpoint,EndZone_4121 (2).png ,320,376,20,336,388,42,332,412,80,396,438,151,542,490,305,5,2024_03_30 18:05:32,18
3034,3035,WE,FragE-NoName,EndZone_4121.png ,750,466,22,760,454,44,730,478,91,686,464,149,532,466,303,5,2023_10_21 12:31:00,18
3035,3036,WE,Thermal Station,EndZone_4122 (2).png ,276,738,22,290,734,45,298,740,92,264,732,147,390,646,301,5,2024_03_30 18:06:05,18
3036,3037,WE,FragE-NoName,EndZone_4122.png ,642,548,23,666,548,46,648,532,91,614,536,148,578,686,303,5,2023_10_21 12:31:37,18
3037,3038,WE,Staging-Mirage,EndZone_4123.png ,150,548,22,148,560,46,130,522,92,176,552,147,318,492,303,5,2023_10_21 12:32:15,18
3038,3039,SP,Jurassic,EndZone_4124 (2).png ,518,570,19,518,562,40,494,576,79,458,628,151,488,474,305,5,2024_03_30 18:07:10,18
3039,3040,WE,Thermal Station,EndZone_4124.png ,166,810,21,176,792,45,220,786,90,266,756,149,316,610,301,5,2023_10_21 12:32:53,18
3040,3041,WE,Lava Fissure,EndZone_4125.png ,198,498,22,176,504,45,196,480,92,232,520,149,380,562,301,5,2023_10_21 12:33:31,18
3041,3042,SP,Cenote,EndZone_4126.png ,202,688,20,204,690,40,226,656,80,284,618,149,430,564,306,5,2024_03_30 18:08:16,18
3042,3043,WE,Lava Fissure,EndZone_4127.png ,210,420,22,194,416,45,210,422,91,260,442,147,402,498,302,5,2023_10_21 12:34:38,18
3043,3044,WE,Launch Site,EndZone_4128 (2).png ,492,962,23,488,938,45,524,914,91,504,862,149,500,708,303,5,2024_03_30 18:09:21,18
3044,3045,Olympus,Rift,EndZone_4128.png ,580,238,21,576,216,46,592,256,91,536,274,147,478,354,250,5,2023_10_21 12:35:16,18
3045,3046,SP,Wall,EndZone_4129 (2).png ,592,256,19,600,266,40,564,272,82,606,304,150,492,410,306,5,2024_03_30 18:09:54,18
3046,3047,WE,Tree,EndZone_4129.png ,416,876,22,432,872,44,398,860,91,454,862,149,484,710,303,5,2023_10_21 12:35:54,18
3047,3048,SP,Zeus,EndZone_413.png ,714,108,20,704,126,40,704,128,80,678,196,149,564,300,306,5,2023_11_07 14:11:06,18
3048,3049,WE,Geyser,EndZone_4130 (2).png ,784,572,23,782,582,45,774,616,91,724,598,148,570,610,302,5,2024_03_30 18:10:26,18
3049,3050,Olympus,Oasis,EndZone_4130.png ,272,328,22,282,324,47,318,330,91,348,286,148,336,390,250,5,2023_10_21 12:36:31,18
3050,3051,WE,Climatizer,EndZone_4131 (2).png ,744,210,23,742,232,45,700,254,91,650,280,149,552,398,301,5,2024_03_30 18:10:58,18
3051,3052,WE,Countdown,EndZone_4131.png ,298,400,22,316,398,44,302,418,91,270,422,147,400,502,302,5,2023_10_21 12:37:10,18
3052,3053,WE,Dome,EndZone_4133.png ,728,930,21,718,924,44,716,922,91,694,870,148,558,798,302,5,2023_10_21 12:38:25,18
3053,3054,WE,Lava Fissure,EndZone_4134.png ,190,510,22,178,512,46,196,482,91,180,534,147,308,616,301,5,2023_10_21 12:39:03,18
3054,3055,Olympus,Estate,EndZone_4135.png ,202,398,23,202,378,46,196,420,92,242,430,149,340,408,249,5,2023_10_21 12:39:40,18
3055,3056,WE,Harvester,EndZone_4136 (2).png ,566,688,22,580,676,44,580,710,90,542,744,148,556,594,301,5,2024_03_30 18:13:41,18
3056,3057,Olympus,Rift,EndZone_4136.png ,690,266,23,674,270,45,656,306,91,618,346,149,572,438,249,5,2023_10_21 12:40:18,18
3057,3058,WE,FragE-NoName,EndZone_4137.png ,742,470,23,736,492,46,718,506,92,720,556,149,568,530,301,5,2024_03_30 18:14:14,18
3058,3059,WE,SkyW-Trials,EndZone_4138.png ,224,180,22,224,202,45,234,246,90,268,292,149,304,440,302,5,2024_03_30 18:14:46,18
3059,3060,WE,Lava Siphon,EndZone_4139 (2).png ,646,686,22,644,702,46,670,706,92,624,696,149,556,558,301,5,2024_03_30 18:15:19,18
